Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
53	11.172311	2.5775585	16.468561	0.15763037	30.26	16.045322	87.0	0.0	300.0	160708.0	0.09920246913580247	3.7852116	0.61308235	5.1637383	0.7710344	10.768711	3.5056043	27.935005	1.2417201	8.138021e-09	-0.00081552734	3.2552084e-08	0.0010910502	0.58289254	-0.14894515	31.35093	-11.253042	0	0	1.0	1.6535544	0.0018287784	1620000	9177.45207643509
54	11.201621	2.3303912	15.804995	1.4974865	28.6	16.842209	102.0	0.0	300.0	163568.0	0.09913212121212121	3.848077	0.6049441	5.1308393	-0.10335619	10.596241	3.4299476	31.204542	1.6017269	-2.0345052e-09	-0.00084841205	-8.138021e-09	0.001027004	0.5102531	-0.12553307	38.1817	-13.643965	0	0	1.0	1.6526365	0.0017578334	1650000	9342.45238685608
55	11.452714	2.2963316	15.377594	0.5157659	32.77	18.493706	80.0	0.0	300.0	166845.0	0.0993125	3.803231	0.5932695	5.084304	0.4968389	10.32064	3.658147	44.44855	1.3267853	-2.0345052e-09	-0.0013260234	3.2552084e-08	-0.002944808	0.5883779	-0.17604002	37.91244	-12.117403	0	0	1.0	1.6517687	0.0026599518	1680000	9510.074994325638
56	11.398023	2.0723217	16.718904	4.2506595	32.59	17.569914	105.0	1.0	300.0	170104.0	0.09947602339181287	3.8612604	0.5840587	5.27186	-0.15366992	11.011059	3.4151747	28.322945	2.0604296	-6.1035155e-09	-0.00076570635	1.525879e-08	0.00014073994	0.5310593	-0.1397182	40.42744	-15.07412	0	0	1.0	1.6508157	0.000716835	1710000	9666.063206911087
57	11.716871	2.298915	16.950815	3.493129	27.94	17.749264	90.0	0.0	300.0	172898.0	0.09936666666666667	3.891601	0.5628527	5.365097	0.5833772	11.580566	3.6960397	38.295086	0.85694087	1.1444092e-09	-0.00031682244	7.73112e-08	0.00017999674	0.47330222	-0.13335037	36.69031	-14.617342	0	0	1.0	1.6498655	0.00032472194	1740000	9834.627377986908
58	11.332325	2.4739518	16.656506	3.5401824	32.71	17.72134	90.0	0.0	300.0	176169.0	0.09953050847457627	3.9501145	0.6175526	5.3556848	0.2821711	10.145571	3.6694653	32.25386	1.0958817	4.0690105e-09	-0.0005304281	-2.8483074e-08	-0.00095279136	0.60037327	-0.1700567	39.79335	-13.871122	0	0	1.0	1.6489592	0.0006406424	1770000	10006.059023141861
59	11.55467	2.0808184	16.451118	3.2080054	26.87	16.219528	62.0	0.0	300.0	178856.0	0.09936444444444445	3.9074714	0.6148766	5.3132176	0.38475767	10.889026	3.6413298	29.973785	0.4274687	-1.2207031e-08	-0.0004315389	-4.0690104e-08	-0.00023962403	0.523963	-0.14309826	34.87126	-12.403627	0	0	1.0	1.6481113	0.000100523124	1800000	10167.637195587158
60	11.364143	2.3356538	15.741022	0.68264633	29.15	17.045452	98.0	0.0	300.0	181771.0	0.09932841530054645	3.8225355	0.6190882	5.491515	0.20618655	10.206477	3.4529185	32.41638	1.9712744	-1.2207031e-08	-0.0005692708	3.6621095e-08	0.00063312176	0.5137286	-0.14612967	30.767426	-9.485109	0	0	1.0	1.6471083	0.0004187681	1830000	10347.895963907242
61	11.130069	2.6684973	16.39939	-0.27020064	28.12	16.116625	73.0	0.0	300.0	184583.0	0.09923817204301075	3.8383868	0.6050196	5.247694	0.3394026	10.48608	3.6123567	33.22761	1.7583692	-4.0690105e-09	-0.00041170043	-2.4414062e-08	-0.0001686442	0.56980455	-0.14798802	33.68417	-11.257589	0	0	1.0	1.645994	0.00013423346	1860000	10520.266875505447
62	11.278716	2.3251636	17.518116	4.7092257	30.18	17.130312	80.0	0.0	300.0	187601.0	0.09925978835978835	3.8205137	0.6333408	5.2503304	0.47453117	10.423682	3.445733	32.063065	2.667937	-8.138021e-09	-0.00037963968	-1.0172526e-08	-0.00025901082	0.5266158	-0.18003207	36.70832	-11.274094	0	0	1.0	1.6448474	0.00017150938	1890000	10685.734246015549
