Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
45	3.451547	3.2228062	8.919402	-1.149304	5.8	8.109254	21.0	0.0	400.0	3229.0	0.017548913043478262	0.28694156	0.9480422	3.0452116	-2.3153603	0.05249877	0.22932047	8.613549	-1.8760478	-2.1616128e-08	-0.020924537	-3.1232833e-08	-0.03027897	2.306342	-2.0490332	4.528907	-2.227217	1.7519256	0.005424142	0.945771	0.0	1.83866	0.008615408	184000	1362.577966451645
46	2.6993673	3.3138132	9.41631	-1.805365	1.4	2.2449944	6.0	0.0	400.0	3243.0	0.01725	0.7255115	0.86786854	3.605333	-1.9238262	0.39536268	0.39759293	4.533717	-0.43474156	4.9012585e-09	-0.0077214562	-2.1457671e-09	-0.0055946675	1.617573	-1.2507734	0.59148526	-0.19997019	1.7573497	0.004672289	1.821147	0.0	1.84452	0.0068732053	188000	1391.771534204483
47	1.4161235	4.309764	10.673188	-3.5003579	5.4	11.766052	40.0	0.0	400.0	3297.0	0.017171875	0.6177252	0.87565297	3.29859	-1.6247865	0.3960233	0.46754837	6.5498853	-0.78509736	-5.178073e-08	-0.020134762	-6.9260594e-08	-0.027908176	1.241013	-1.0724758	17.717484	-11.631988	1.762022	0.005760193	0.8179685	0.0	1.8442101	0.008144531	192000	1422.1367762088776
48	1.9831426	4.488157	10.086986	-3.2782598	5.5	10.151355	33.0	0.0	400.0	3352.0	0.01710204081632653	0.33597562	0.91278255	3.433375	-1.8865045	0.8175016	1.3070775	15.469872	-7.745649	3.8084796e-08	-0.025714694	6.198883e-08	-0.040107377	1.5156653	-1.336712	11.823381	-7.5531588	1.7677822	0.0068086386	0.766352	0.0	1.8414531	0.008226935	196000	1449.9191303253174
49	0.80230504	3.5574262	7.581447	-3.2249422	1.1	3.3	11.0	0.0	400.0	3363.0	0.016815	0.48722428	0.88171387	4.6724105	-2.7839582	0.7537533	0.7647022	9.243461	-13.576688	2.4257443e-09	-0.017856138	1.1920929e-08	-0.022185996	1.3026829	-0.990497	1.8009247	-1.1923702	1.7745908	0.0057860613	1.1541997	0.0	1.8380809	0.008112157	200000	1479.7273888587952
50	2.5174108	4.056762	11.06904	-2.497999	1.8	4.7707443	16.0	0.0	400.0	3381.0	0.016573529411764706	1.0850424	1.1977624	4.788527	-1.7526859	0.728692	0.81521463	6.3828773	-5.5932927	2.8929845e-09	-0.011042328	7.7486035e-09	-0.011993032	2.1015527	-1.7632184	1.2606599	-0.66629636	1.7803769	0.005171895	1.5718782	1.0	1.8347874	0.005915452	204000	1511.648545742035
51	0.71130013	4.1843433	10.399705	-4.3674636	0.3	0.64031243	2.0	0.0	400.0	3384.0	0.01626923076923077	0.31269062	0.9496041	4.4992576	-3.0640244	0.22593187	0.36518475	3.6256707	-1.505669	4.1907793e-09	-0.008760634	2.2649764e-09	-0.0038628587	0.86614484	-0.66476035	0.13695228	-0.0972171	1.7855488	0.0039126873	1.8829197	0.0	1.8597269	0.007784529	208000	1540.0570726394653
52	3.3267663	3.1799016	9.836088	-0.9205594	0.5	1.2041595	4.0	0.0	400.0	3389.0	0.015985849056603774	1.1264983	1.3492283	4.3193874	-2.4530463	0.13069922	0.27316585	11.180101	-6.743906	1.2739689e-08	-0.01028373	3.3378602e-09	-0.0061600385	2.1172438	-1.7602007	0.26983854	-0.08603139	1.7894615	0.0028529167	1.6465147	0.0	1.8536541	0.00876404	212000	1569.7428476810455
53	2.6104062	5.5838313	14.10226	-3.8757267	1.5	2.156386	6.0	0.0	400.0	3404.0	0.015759259259259258	0.91348505	1.17879	5.102664	-2.40447	0.15270881	0.15913916	5.543005	-0.74458414	1.0005202e-08	-0.007969829	8.404255e-09	-0.0035326572	1.5311582	-1.304016	0.54769814	-0.091160625	1.7923144	0.0023559332	2.151315	1.0	1.8474898	0.006254347	216000	1600.6784369945526
54	2.167646	2.4458408	6.8775125	-1.423261	2.8	5.723635	19.0	0.0	400.0	3432.0	0.0156	1.0634307	1.2413102	5.156393	-2.3796692	0.29813766	0.20130515	2.8579774	-3.1805987	-1.5495736e-08	-0.01201305	-2.0742416e-08	-0.013381864	1.557803	-1.3900934	2.778691	-1.7753111	1.7946703	0.0025228262	1.5986552	0.0	1.8611839	0.0090502	220000	1629.2640285491943
